"","Collaborative","Date","Dogs","Equipment","NoActivity","Other","Power_Boats","Powered.Boats","Precipation","Precipitation","Ratio","Ratio_LESA","Ratio_WESA","RecordID","Sea_State","Site","SiteID","SiteName","Survey.Site","Tide_End","Tide_Start","Tide_State_End","Tide_State_Start","Time_End","Time_Start","Unpowered.Boats","Unpowered_Boat","Vis_Reason","Visibility","Walkers","Weather","YES_NO_WESA_Obs","Year","Month","Day"
"416","Independent ",2015-07-19,"2.0","Both Binoculars and Scope","","","","","","None","3 WESA; 30 LESA","","","SANM2015719","Rippled","","SANM","San Malo","","Mid-high","Mid-low","Mid-high","Mid-low","7:00:00 PM","4:30:00 PM",NA,"","","1km","3","Clear","I saw at least 1 WESA during the survey","2015","7","19"
"417","Collaborative",2015-07-20,"1.0","Both Binoculars and Scope","","","","","","None","0 WESA: 15 LESA","","","COWC2015720","Rippled","","COWC","Cowichan Bay","","Mid-low tide","Low tide","Mid-low","Low-tide","3:35:00 PM","2:30:00 PM",NA,"","","1km","2","Clear","I did not observe any Western Sandpipers during the entire survey","2015","7","20"
"418","",2013-08-17,"1","","","","","","","None","","","","FANY2013817","Rippled","Fanny Bay","FANY","","","","","Mid-high","Mid-low","14:45 (left site)","'12:00",NA,"","","1km","7","Partly-Cloudy","I saw at least 1 WESA during the survey","2013","8","17"
"419","Collaborative",2015-08-14,"","Both Binoculars and Scope","No activity","","","","","Rain","most common was  4 WESA; 2 LESA ","","","WINT2015814","Rippled","","WINT","Winter Cove","","15m","25m","Mid-tide","Low-tide","2:30:00 PM","12:00:00 PM",NA,"","Weather","500m","","Overcast","I saw at least 1 WESA during the survey","2015","8","14"
"420","Collaborative",2015-07-19,"","Both Binoculars and Scope","","","2","","","None","0:0","","","CHEM2015719","Rippled","","CHEM","Chemainus River Delta","","mid-tide","Mid-low","Mid-tide","Mid-low","4:30:00 PM","2:00:00 PM",NA,"","","1km","1","Clear","I did not observe any Western Sandpipers during the entire survey","2015","7","19"
"421","Independent ",2015-07-18,"","Both Binoculars and Scope","","","1","","","None","0:0","","","CHEM2015718","Rippled","","CHEM","Chemainus River Delta","","mid-tide","Mid-low","Mid-tide","Mid-low","5:00:00 PM","2:30:00 PM",NA,"","","1km","2","Clear","I did not observe any Western Sandpipers during the entire survey","2015","7","18"
"422","Collaborative",2013-08-17,"","Both","","","","","None","","","","","RBBP2013817","Choppy","","RBBP","","Roberts Bank","","","High-tide","Mid-high ","17:30","15:30",NA,"","Glare","500m","","Overcast","I saw at least 1 WESA during the survey","2013","8","17"
"423","Collaborative",2015-08-14,"1.0","Both Binoculars and Scope","","","","","","None","","","","CHEM2015814","Rippled","","CHEM","Chemainus River Delta","","0","500 m","Mid-high","Low-tide","4:00:00 PM","1:30:00 PM",NA,"","","1km","2","Overcast","I saw at least 1 WESA during the survey","2015","8","14"
"424","Collaborative",2015-08-15,"1.0","Both Binoculars and Scope","","","2","","","None","","","","CHEM2015815","Rippled","","CHEM","Chemainus River Delta","","0","450 m","Mid-high","Low-tide","4:00:00 PM","1:30:00 PM",NA,"3","","1km","3","Overcast","I saw at least 1 WESA during the survey","2015","8","15"
"425","Single Observer",2015-07-19,"8.0","Binoculars-only","","","0","","","None","1:0","","","ESQU2015719","Calm","","ESQU","Esquimalt Lagoon","","Unchanged","0.7 m (Victoria)","Low-tide","Low-tide","2:32:00 PM","12:00:00 PM",NA,"0","","1km","28","Clear","I saw at least 1 WESA during the survey","2015","7","19"
"426","",2015-07-18,"","Both Binoculars and Scope","No activity","","","","","None","na","","","GRIC2015718","Calm","","GRIC","Grice Bay","","","","High-tide","Mid-tide","2:00:00 PM","11:30:00 AM",NA,"","Other","500m","","Clear","I did not observe any Western Sandpipers during the entire survey","2015","7","18"
"427","Independent ",2015-08-15,"7.0","Binoculars-only","","","0","","","","","","","ESQU2015815","Choppy","","ESQU","Esquimalt Lagoon","","","","","","1:00:00 PM","10:25:00 AM",NA,"3","","1km","9","Overcast","I did not observe any Western Sandpipers during the entire survey","2015","8","15"
"428","Single Observer",2015-07-20,"","Both Binoculars and Scope","No activity","","","","","None","","","","FANY2015720","Choppy","","FANY","Fanny Bay","","3.5","2","Mid-high","Mid-low","7:15:00 PM","4:45:00 PM",NA,"","Glare","500m","","Clear","I did not observe any Western Sandpipers during the entire survey","2015","7","20"
"429","Independent ",2015-08-16,"","Binoculars-only","No activity","","","","","None","","","","FANY2015816","Rippled","","FANY","Fanny Bay","","3.7 m","2.2 m","Mid-high","Mid-low","6:00:00 PM","3:30:00 PM",NA,"","","1km","","Clear","I saw at least 1 WESA during the survey","2015","8","16"
"430","Independent ",2015-08-14,"","","No activity","","","","","None","no lesa","","","KALE2015814","","","KALE","Kaleva Rd","","mid","low","Mid-tide","Low-tide","10:30:00 AM","8:00:00 AM",NA,"","","1km","","Clear","I saw at least 1 WESA during the survey","2015","8","14"
"431","Collaborative",2015-07-19,"1.0","","","","0","","","None","No measure","","","WITT2015719","Rippled","","WITT","Wittys Lagoon","","Low","Low","Low-tide","Low-tide","2:30:00 PM","12:00:00 PM",NA,"2","","1km","2","Clear","I saw at least 1 WESA during the survey","2015","7","19"
"432","Collaborative",2015-08-16,"2.0","Both Binoculars and Scope","","","","","","None","37 WESA; 9 LESA","","","WITT2015816","Calm","","WITT","Wittys Lagoon","","Low","Low","Low-tide","Low-tide","1:30:00 PM","11:00:00 AM",NA,"","","1km","16","Partly-Cloudy","I saw at least 1 WESA during the survey","2015","8","16"
"433","Single Observer",2013-08-18,"","","","","","","","","","","","KENN2013818","","","KENN","","Kennedy Creek","","","","","14:15","12:15",NA,"","","","","","I saw at least 1 WESA during the survey","2013","8","18"
"434","Collaborative",2015-07-17,"3.0","Both Binoculars and Scope","","","2 @ anchor","","","None","0 WESA; 0 LESA","","","WINT2015717","Rippled","","WINT","Winter Cove","","18m from survey point","45m from survey point","Mid-tide","Low-tide","4:00:00 PM","1:30:00 PM",NA,"1","","1km","6","Clear","I did not observe any Western Sandpipers during the entire survey","2015","7","17"
"435","Collaborative",2015-07-18,"3.0","Both Binoculars and Scope","","","0","","","None","0 WESA; 0 LESA","","","WINT2015718","Calm","","WINT","Winter Cove","","20m from survey point","45m from survey point","Mid-tide","Low-tide","4:00:00 PM","1:30:00 PM",NA,"0","","1km","3","Clear","I did not observe any Western Sandpipers during the entire survey","2015","7","18"
"436","",2013-07-20,"2","Binoculars-only","","","","","","None","","","","COMX2013720","Rippled","Comox2","COMX","","","4.9","2.2","Mid-low","Low-tide","1230","1000 local",NA,"2 kayaks","","1km","4","Clear","","2013","7","20"
"437","Collaborative",2015-08-16,"","Both Binoculars and Scope","","","4: 2 @ anchor; 2 dinghies on beach","","","None","3 WESA; 0 LESA","","","WINT2015816","Rippled","","WINT","Winter Cove","","25m ","35m","Mid-tide","Low-tide","3:00:00 PM","12:30:00 PM",NA,"7: 6 kayaks & 1 dinghy on beach","","1km","8 walkers; 6 kayakers","Clear","I saw at least 1 WESA during the survey","2015","8","16"
"438","Collaborative",2013-07-21,"5.0","Both","","","15.0","","None","","","","","COBE2013721","Rippled","","COBE","","Columbia Beach","","","Mid-tide","Mid-low ","14:30","12:00",NA,"","","1km","44.0","Clear","I did not observe any Western Sandpipers during the entire survey","2013","7","21"
"439","Single Observer",2015-08-15,"X","Spotting Scope","","","","","None","","","","","SANM2015815","Calm","","SANM","San Malo","","","","High-tide","Mid-tide","17:30","15:00",NA,"","","500m","X","Overcast","I saw at least 1 WESA during the survey","2015","8","15"
"440","Collaborative",2015-08-17,"","","No activity","","","","","None","2 WESA; 0 LESA","","","WINT2015817","Rippled","","WINT","Winter Cove","","15m","30m","Mid-high","Mid-low","4:00:00 PM","1:30:00 PM",NA,"","","1km","","Clear","I saw at least 1 WESA during the survey","2015","8","17"
"441","Collaborative",2015-08-16,"0.0","Both","","","","1.0","None","","","","","MAPL2015816","Rippled","","MAPL","Maplewood","","","","High-tide","Mid-low ","19:00","16:40",0,"","","1km","3.0","Partly-Cloudy","I saw at least 1 WESA during the survey","2015","8","16"
"442","Collaborative",2015-07-19,"0.0","Both Binoculars and Scope","","","0","","","None","","","","EIDE2015719","Rippled","","EIDE","Eide Rd","","10.5'","7'","Mid-high","Mid-tide","8:00:00 PM","5:30:00 PM",NA,"0","","1km","0","Clear","I saw at least 1 WESA during the survey","2015","7","19"
"443","Collaborative",2015-07-18,"0.0","Both Binoculars and Scope","","","","","","None","","","","EIDE2015718","Calm","","EIDE","Eide Rd","","","","","","7:30:00 PM","5:00:00 PM",NA,"","Other","250m","3","Clear","I saw at least 1 WESA during the survey","2015","7","18"
"444","Collaborative",2015-07-20,"1.0","Both Binoculars and Scope","","","","","","None","0 WESA; 0 LESA","","","WINT2015720","Rippled","","WINT","Winter Cove","","25m from survey position","30m from survey position","Mid-tide","Low-tide","4:30:00 PM","2:00:00 PM",NA,"","","1km","","Clear","I did not observe any Western Sandpipers during the entire survey","2015","7","20"
"445","Collaborative",2015-08-16,"","Both Binoculars and Scope","","","","","","None","","","","EIDE2015816","Calm","","EIDE","Eide Rd","","11.o'","9.1'","High-tide","Mid-high","8:00:00 PM","5:30:00 PM",NA,"","","1km","","Clear","I saw at least 1 WESA during the survey","2015","8","16"
"446","Single Observer",2015-08-16,"2.0","Both Binoculars and Scope","","","","","","None","8 Wesa: 7 Lesa","","","NANO2015816","Calm","","NANO","Nanoose Bay","","Mid-high 7 metres out","Mid-low 260 metres out","Mid-high","Mid-low","6:00:00 PM","3:30:00 PM",NA,"","","250m","10","Clear","I saw at least 1 WESA during the survey","2015","8","16"
"447","Single Observer",2015-07-18,"","Both Binoculars and Scope","No activity","","","","","None","n/a","","","PEDD2015718","Calm","","PEDD","Pedder Bay","","1.2 metres (estimate)","0.6 metres","Mid-tide","Low-tide","2:00:00 PM","11:30:00 AM",NA,"","","1km","","Clear","I did not observe any Western Sandpipers during the entire survey","2015","7","18"
"448","Collaborative",2015-08-15,"","Both Binoculars and Scope","No activity","","","","","None","","","","PEDD2015815","Calm","","PEDD","Pedder Bay","","1.3 metres","0.7 metres","Mid-high","Mid-low","1:00:00 PM","10:30:00 AM",NA,"","","1km","","Overcast","I saw at least 1 WESA during the survey","2015","8","15"
"449","Collaborative",2015-07-19,"","Both Binoculars and Scope","","","","","","None","0","","","PIPE2015719","Calm","","PIPE","Pipers Lagoon","","12","7.6","Mid-high","Mid-low","7:15:00 PM","5:15:00 PM",NA,"","","1km","15","Partly-Cloudy","I did not observe any Western Sandpipers during the entire survey","2015","7","19"
"450","Collaborative",2015-07-17,"","Both Binoculars and Scope","","","","","","None","0","","","PIPE2015717","Rippled","","PIPE","Pipers Lagoon","","12.1","7.1","Mid-high","Mid-low","6:15:00 PM","4:15:00 PM",NA,"1","","1km","7","Partly-Cloudy","I did not observe any Western Sandpipers during the entire survey","2015","7","17"
"451","",2015-07-17,"","Both Binoculars and Scope","","","","","","None","na","","","GRIC2015717","Calm","","GRIC","Grice Bay","","","","Mid-high","Mid-low","1:00:00 PM","10:30:00 AM",NA,"","Glare","500m","","Partly-Cloudy","I did not observe any Western Sandpipers during the entire survey","2015","7","17"
"452","",2015-07-19,"","Both Binoculars and Scope","","","","","","None","","","","GRIC2015719","Rippled","","GRIC","Grice Bay","","","","High-tide","Mid-tide","2:30:00 PM","12:00:00 AM",NA,"2 kayaks","Glare","500m","","Clear","I did not observe any Western Sandpipers during the entire survey","2015","7","19"
"453","Single Observer",2015-08-15,"","Both Binoculars and Scope","No activity","","","","","None","2 WESA, 2 LESA","","","GRIC2015815","Calm","","GRIC","Grice Bay","","high-tide","mid-tide","High-tide","Mid-tide","12:30:00 PM","10:00:00 AM",NA,"","","1km","","Partly-Cloudy","I saw at least 1 WESA during the survey","2015","8","15"
"454","Single Observer",2015-08-16,"","Both Binoculars and Scope","","","","","","None","","","","GRIC2015816","Calm","","GRIC","Grice Bay","","high-tide","mid-tide","High-tide","Mid-tide","1:00:00 PM","10:30:00 AM",NA,"","Glare","500m","","Partly-Cloudy","I saw at least 1 WESA during the survey","2015","8","16"
"455","Collaborative",2015-07-17,"4.0","Both Binoculars and Scope","","","1","","","None","","","","ISVI2015717","Rippled","","ISVI","Island View","","2","0.8","Mid-high","Mid-low","4:30:00 PM","2:00:00 PM",NA,"1","","1km","22","Clear","I did not observe any Western Sandpipers during the entire survey","2015","7","17"
"456","Collaborative",2015-07-18,"9.0","Both Binoculars and Scope","","","0","","","None","","","","ISVI2015718","Calm","","ISVI","Island View","","1.7","0.7","Mid-high","Mid-low","4:30:00 PM","2:00:00 PM",NA,"3","","1km","46","Clear","I did not observe any Western Sandpipers during the entire survey","2015","7","18"
"457","",2013-08-18,"0","Spotting scope","","","5","","","None","","","","MAPL2013818","Rippled","Maplewood Flats","MAPL","","","Mid-high to high-tide","Mid-tide","Mid-high","Mid-tide","'16:15","'13:40",NA,"0","","1km","5","Overcast","I saw at least 1 WESA during the survey","2013","8","18"
"458","Collaborative",2015-08-14,"2.0","Binoculars-only","","","1","","","Rain","","","","ISVI2015814","Rippled","","ISVI","Island View","","2","0.8","Mid-high","Mid-low","3:30:00 PM","1:00:00 PM",NA,"2","","1km","6","Overcast","I did not observe any Western Sandpipers during the entire survey","2015","8","14"
"459","Single Observer",2015-07-17,"2.0","Binoculars","","","","41.0","None","","","","","WHIF2015717","Rippled","","WHIF","Whiffin Spit Park","","15","40","Mid-high ","Mid-tide","14:00","11:30",NA,"","","500m","4.0","Clear","I did not observe any Western Sandpipers during the entire survey","2015","7","17"
"460","Collaborative",2015-08-15,"3.0","Binoculars-only","","","4","","","None","","","","ISVI2015815","Choppy","","ISVI","Island View","","1.7","0.7","Mid-high","Mid-low","3:30:00 PM","1:00:00 PM",NA,"1","","1km","16","Overcast","I did not observe any Western Sandpipers during the entire survey","2015","8","15"
"461","Collaborative",2015-08-16,"11.0","Binoculars-only","","","2","","","None","","","","ISVI2015816","Choppy","","ISVI","Island View","","1.9","1","Mid-high","Mid-low","4:00:00 PM","1:30:00 PM",NA,"3","","1km","25","Clear","I saw at least 1 WESA during the survey","2015","8","16"
"462","Independent ",2015-07-17,"1.0","Both Binoculars and Scope","","","","","","None","0:0","","","CHEM2015717","Choppy","","CHEM","Chemainus River Delta","","Mid High","Mid-low","Mid-high","Mid-low","5:00:00 PM","2:30:00 PM",NA,"","","1km","3","Clear","I did not observe any Western Sandpipers during the entire survey","2015","7","17"
"463","Collaborative",2015-08-16,"8.0","Both Binoculars and Scope","","","0","","","None","n/a","","","ENBO2015816","Calm","","ENBO","English Boom","","High","High","High-tide","High-tide","7:31:00 PM","5:07:00 PM",NA,"0","","1km","16","Clear","I did not observe any Western Sandpipers during the entire survey","2015","8","16"
"464","Single Observer",2015-08-17,"","Both Binoculars and Scope","","","","","","None","Too far to ID","","","SJEN2015817","Rippled","","SJEN","Jensens Bay S","","high-tide","mid-tide","High-tide","Mid-tide","2:30:00 PM","12:00:00 PM",NA,"","Glare","500m","","Clear","I saw at least 1 WESA during the survey","2015","8","17"
"465","Single Observer",2015-08-14,"","Both Binoculars and Scope","","","","","","None","","","","BB722015814","Choppy","","BB72","Boundary Bay 72","","high","mid-low","High-tide","Mid-low","6:00:00 PM","3:40:00 PM",NA,"","","1km","","Overcast","I saw at least 1 WESA during the survey","2015","8","14"
"466","Single Observer",2015-08-15,"2.0","Both Binoculars and Scope","","","","","","None","","","","BB722015815","Rippled","","BB72","Boundary Bay 72","","high","mid-low","High-tide","Mid-low","6:45:00 PM","4:05:00 PM",NA,"","Other","250m","4","Partly-Cloudy","I saw at least 1 WESA during the survey","2015","8","15"
"467","Independent ",2015-07-18,"2.0","Both Binoculars and Scope","","","1","","","None","0","","","SQUA2015718","Rippled","","SQUA","Squamish Estuary","","MIDHIGH","MIDLOW","Mid-tide","Mid-low","4:30:00 PM","2:00:00 PM",NA,"","","1km","4","Clear","I did not observe any Western Sandpipers during the entire survey","2015","7","18"
"468","",2013-08-17,"","Spotting scope","No activity","","","","","None","","","","PEDD2013817","Calm","Pedder Bay","PEDD","","","Mid-tide","Low tide","Mid-high","Low-tide","'9:30 AM","'7:00 AM",NA,"","","1km","","Overcast","I did not observe any Western Sandpipers during the entire survey","2013","8","17"
"469","",2015-08-19,"0.0","Both Binoculars and Scope","","","0","","","None","0","","","SQUA2015819","Rippled","","SQUA","Squamish Estuary","","MIDHIGH","MID LOW","Mid-high","Mid-low","5:00:00 PM","2:30:00 PM",NA,"","","1km","2","Clear","I did not observe any Western Sandpipers during the entire survey","2015","8","19"
"470","Independent ",2015-08-16,"","Both Binoculars and Scope","","","","","","None","0","","","SQUA2015816","Rippled","","SQUA","Squamish Estuary","","MIDHIGH","midlow","Mid-high","Mid-low","3:30:00 PM","1:00:00 PM",NA,"","","1km","","Clear","I did not observe any Western Sandpipers during the entire survey","2015","8","16"
"471","Single Observer",2015-08-16,"","Both Binoculars and Scope","No activity","","","","","None","","","","KENN2015816","Calm","","KENN","Kennedy Creek","","","","Mid-low","High-tide","11:08:00 AM","8:29:00 AM",NA,"","","1km","","Partly-Cloudy","I saw at least 1 WESA during the survey","2015","8","16"
